"","X","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"2667",2667,"A1UKZZL7ANOZRZ",2,"5","44","""long""","""1-2""","""44""","""left""","""simple""","""fepolopus"""
"2668",2668,"A1UKZZL7ANOZRZ",3,"25","6","""short""","""2-5""","""25""","""left""","""complex""","""ralex"""
"2669",2669,"A1UKZZL7ANOZRZ",4,"11","19","""long""","""1-4""","""19""","""right""","""simple""","""binivatrus"""
"2670",2670,"A1UKZZL7ANOZRZ",5,"29","20","""long""","""1-1""","""20""","""left""","""simple""","""gaburatum"""
"2671",2671,"A1UKZZL7ANOZRZ",6,"24","39","""short""","""3-3""","""39""","""right""","""simple""","""bugorn"""
"2672",2672,"A1UKZZL7ANOZRZ",7,"8","17","""long""","""2-3""","""17""","""left""","""simple""","""mipatorun"""
"2673",2673,"A1UL0HQUZQPMSX",0,"52","41","""long""","""4-5""","""52""","""right""","""complex""","""tupabugorn"""
"2674",2674,"A1UL0HQUZQPMSX",1,"32","9","""short""","""2-5""","""9""","""left""","""simple""","""ralex"""
"2675",2675,"A1UL0HQUZQPMSX",2,"60","6","""long""","""2-3""","""6""","""right""","""simple""","""kibagronan"""
"2676",2676,"A1UL0HQUZQPMSX",3,"58","13","""long""","""1-4""","""13""","""right""","""simple""","""pakuwugnum"""
"2677",2677,"A1UL0HQUZQPMSX",4,"45","48","""short""","""3-4""","""48""","""left""","""simple""","""torun"""
"2678",2678,"A1UL0HQUZQPMSX",5,"25","28","""short""","""1-5""","""25""","""right""","""complex""","""vatrus"""
"2679",2679,"A1UL0HQUZQPMSX",6,"53","12","""long""","""3-5""","""53""","""right""","""complex""","""fepolopus"""
"2680",2680,"A1UL0HQUZQPMSX",7,"24","59","""short""","""1-3""","""59""","""right""","""simple""","""ratum"""
"2681",2681,"A1UTBDKOQ2MKUD",0,"48","8","""short""","""3-3""","""8""","""right""","""simple""","""ralex"""
"2682",2682,"A1UTBDKOQ2MKUD",1,"31","22","""short""","""2-4""","""31""","""left""","""complex""","""ratum"""
"2683",2683,"A1UTBDKOQ2MKUD",2,"40","9","""short""","""2-3""","""40""","""right""","""complex""","""torun"""
"2684",2684,"A1UTBDKOQ2MKUD",3,"35","23","""long""","""4-5""","""23""","""left""","""simple""","""binivatrus"""
"2685",2685,"A1UTBDKOQ2MKUD",4,"39","3","""long""","""1-3""","""3""","""left""","""simple""","""kibagronan"""
"2686",2686,"A1UTBDKOQ2MKUD",5,"15","59","""long""","""1-1""","""59""","""left""","""simple""","""tupabugorn"""
"2687",2687,"A1UTBDKOQ2MKUD",6,"10","13","""short""","""1-2""","""13""","""left""","""simple""","""wugnum"""
"2688",2688,"A1UTBDKOQ2MKUD",7,"37","6","""long""","""2-2""","""6""","""left""","""simple""","""fepolopus"""
"2689",2689,"A1UUNYHX3M8O3O",0,"45","48","""long""","""3-4""","""48""","""right""","""simple""","""binivatrus"""
"2690",2690,"A1UUNYHX3M8O3O",1,"43","57","""long""","""1-5""","""57""","""left""","""simple""","""kibagronan"""
"2691",2691,"A1UUNYHX3M8O3O",2,"35","22","""short""","""2-5""","""35""","""right""","""complex""","""wugnum"""
"2692",2692,"A1UUNYHX3M8O3O",3,"11","2","""short""","""2-4""","""11""","""left""","""complex""","""bugorn"""
"2693",2693,"A1UUNYHX3M8O3O",4,"5","3","""long""","""1-2""","""3""","""left""","""simple""","""gaburatum"""
"2694",2694,"A1UUNYHX3M8O3O",5,"16","34","""short""","""2-3""","""16""","""left""","""complex""","""lopus"""
"2695",2695,"A1UUNYHX3M8O3O",6,"27","56","""long""","""3-5""","""27""","""right""","""complex""","""mipatorun"""
"2696",2696,"A1UUNYHX3M8O3O",7,"38","33","""short""","""5-5""","""38""","""right""","""complex""","""ralex"""
"2697",2697,"A1UXVLMCA3PBIL",0,"35","19","""long""","""1-5""","""19""","""left""","""simple""","""fepolopus"""
"2698",2698,"A1UXVLMCA3PBIL",1,"33","25","""short""","""5-5""","""33""","""right""","""complex""","""ralex"""
"2699",2699,"A1UXVLMCA3PBIL",2,"42","29","""long""","""1-4""","""29""","""right""","""simple""","""mipatorun"""
"2700",2700,"A1UXVLMCA3PBIL",3,"23","26","""short""","""4-4""","""23""","""left""","""complex""","""ratum"""
"2701",2701,"A1UXVLMCA3PBIL",4,"36","47","""long""","""4-5""","""47""","""right""","""simple""","""tupabugorn"""
"2702",2702,"A1UXVLMCA3PBIL",5,"16","3","""short""","""1-3""","""16""","""left""","""complex""","""vatrus"""
"2703",2703,"A1UXVLMCA3PBIL",6,"2","54","""short""","""1-2""","""54""","""right""","""simple""","""gronan"""
"2704",2704,"A1UXVLMCA3PBIL",7,"27","60","""long""","""3-5""","""60""","""left""","""simple""","""pakuwugnum"""
"2705",2705,"A1V9EDXHNQGAFV",0,"33","18","""long""","""4-5""","""18""","""right""","""simple""","""binivatrus"""
"2706",2706,"A1V9EDXHNQGAFV",1,"14","15","""short""","""1-5""","""15""","""left""","""simple""","""wugnum"""
"2707",2707,"A1V9EDXHNQGAFV",2,"53","6","""short""","""2-5""","""6""","""left""","""simple""","""torun"""
"2708",2708,"A1V9EDXHNQGAFV",3,"58","26","""long""","""4-4""","""58""","""right""","""complex""","""tupabugorn"""
"2709",2709,"A1V9EDXHNQGAFV",4,"30","4","""long""","""2-4""","""4""","""left""","""simple""","""gaburatum"""
"2710",2710,"A1V9EDXHNQGAFV",5,"5","37","""short""","""2-2""","""37""","""left""","""simple""","""ralex"""
"2711",2711,"A1V9EDXHNQGAFV",6,"40","57","""long""","""1-3""","""57""","""right""","""simple""","""kibagronan"""
"2712",2712,"A1V9EDXHNQGAFV",7,"21","8","""short""","""3-5""","""8""","""left""","""simple""","""lopus"""
"2713",2713,"A1VCAMP3XM62R4",0,"47","45","""long""","""4-4""","""47""","""right""","""complex""","""gaburatum"""
"2714",2714,"A1VCAMP3XM62R4",1,"53","20","""long""","""1-5""","""20""","""left""","""simple""","""binivatrus"""
"2715",2715,"A1VCAMP3XM62R4",2,"12","60","""short""","""3-3""","""12""","""right""","""complex""","""ralex"""
"2716",2716,"A1VCAMP3XM62R4",3,"57","15","""short""","""1-1""","""57""","""right""","""complex""","""bugorn"""
"2717",2717,"A1VCAMP3XM62R4",4,"33","4","""short""","""2-5""","""4""","""left""","""simple""","""torun"""
"2718",2718,"A1VCAMP3XM62R4",5,"52","40","""long""","""3-5""","""52""","""right""","""complex""","""pakuwugnum"""
"2719",2719,"A1VCAMP3XM62R4",6,"26","37","""short""","""2-4""","""37""","""right""","""simple""","""gronan"""
"2720",2720,"A1VCAMP3XM62R4",7,"8","29","""long""","""1-3""","""8""","""left""","""complex""","""fepolopus"""
"2721",2721,"A1VG98KCYJ9TDC",0,"36","25","""long""","""5-5""","""25""","""right""","""simple""","""tupabugorn"""
"2722",2722,"A1VG98KCYJ9TDC",1,"9","2","""short""","""2-2""","""2""","""left""","""simple""","""vatrus"""
"2723",2723,"A1VG98KCYJ9TDC",2,"50","7","""short""","""3-3""","""50""","""right""","""complex""","""gronan"""
"2724",2724,"A1VG98KCYJ9TDC",3,"43","4","""short""","""2-5""","""43""","""right""","""complex""","""torun"""
"2725",2725,"A1VG98KCYJ9TDC",4,"1","44","""long""","""1-3""","""1""","""left""","""complex""","""fepolopus"""
"2726",2726,"A1VG98KCYJ9TDC",5,"56","6","""long""","""2-3""","""56""","""left""","""complex""","""gaburatum"""
"2727",2727,"A1VG98KCYJ9TDC",6,"10","54","""long""","""1-2""","""54""","""right""","""simple""","""tiburalex"""
"2728",2728,"A1VG98KCYJ9TDC",7,"31","51","""short""","""4-4""","""31""","""right""","""complex""","""wugnum"""
"2729",2729,"A1VHFF2VC2XG7P",0,"32","22","""long""","""2-5""","""32""","""left""","""complex""","""tiburalex"""
"2730",2730,"A1VHFF2VC2XG7P",1,"8","56","""short""","""3-3""","""56""","""left""","""simple""","""bugorn"""
"2731",2731,"A1VHFF2VC2XG7P",2,"16","29","""long""","""1-3""","""29""","""right""","""simple""","""pakuwugnum"""
"2732",2732,"A1VHFF2VC2XG7P",3,"43","38","""short""","""5-5""","""38""","""left""","""simple""","""vatrus"""
"2733",2733,"A1VHFF2VC2XG7P",4,"20","54","""short""","""1-1""","""20""","""left""","""complex""","""gronan"""
"2734",2734,"A1VHFF2VC2XG7P",5,"34","44","""long""","""1-2""","""34""","""right""","""complex""","""fepolopus"""
"2735",2735,"A1VHFF2VC2XG7P",6,"51","11","""short""","""4-4""","""11""","""right""","""simple""","""ratum"""
"2736",2736,"A1VHFF2VC2XG7P",7,"36","1","""long""","""3-5""","""36""","""left""","""complex""","""mipatorun"""
"2737",2737,"A1VIEFZYI54JHP",0,"52","15","""short""","""1-5""","""15""","""right""","""simple""","""wugnum"""
"2738",2738,"A1VIEFZYI54JHP",1,"42","48","""short""","""3-4""","""48""","""left""","""simple""","""lopus"""
"2739",2739,"A1VIEFZYI54JHP",2,"19","59","""long""","""1-1""","""59""","""left""","""simple""","""binivatrus"""
"2740",2740,"A1VIEFZYI54JHP",3,"55","3","""short""","""1-2""","""3""","""right""","""simple""","""torun"""
"2741",2741,"A1VIEFZYI54JHP",4,"33","34","""short""","""2-5""","""33""","""left""","""complex""","""bugorn"""
"2742",2742,"A1VIEFZYI54JHP",5,"24","20","""long""","""1-3""","""20""","""right""","""simple""","""gaburatum"""
"2743",2743,"A1VIEFZYI54JHP",6,"21","35","""long""","""5-5""","""35""","""left""","""simple""","""tiburalex"""
"2744",2744,"A1VIEFZYI54JHP",7,"5","22","""long""","""2-2""","""22""","""left""","""simple""","""kibagronan"""
"2745",2745,"A1VM6ACH0X6RKU",0,"37","46","""long""","""1-2""","""37""","""right""","""complex""","""kibagronan"""
"2746",2746,"A1VM6ACH0X6RKU",1,"31","13","""short""","""1-4""","""31""","""left""","""complex""","""ratum"""
"2747",2747,"A1VM6ACH0X6RKU",2,"23","50","""short""","""3-4""","""23""","""right""","""complex""","""torun"""
"2748",2748,"A1VM6ACH0X6RKU",3,"2","5","""long""","""2-2""","""5""","""left""","""simple""","""fepolopus"""
"2749",2749,"A1VM6ACH0X6RKU",4,"24","9","""long""","""2-3""","""9""","""right""","""simple""","""pakuwugnum"""
"2750",2750,"A1VM6ACH0X6RKU",5,"14","59","""short""","""1-5""","""14""","""left""","""complex""","""ralex"""
"2751",2751,"A1VM6ACH0X6RKU",6,"36","33","""long""","""5-5""","""33""","""left""","""simple""","""tupabugorn"""
"2752",2752,"A1VM6ACH0X6RKU",7,"28","15","""short""","""1-1""","""15""","""right""","""simple""","""vatrus"""
"2753",2753,"A1VUWQYVYCEFCA",0,"24","60","""short""","""3-3""","""60""","""left""","""simple""","""ratum"""
"2754",2754,"A1VUWQYVYCEFCA",1,"33","10","""long""","""2-5""","""10""","""left""","""simple""","""binivatrus"""
"2755",2755,"A1VUWQYVYCEFCA",2,"4","9","""long""","""2-2""","""4""","""right""","""complex""","""mipatorun"""
"2756",2756,"A1VUWQYVYCEFCA",3,"57","44","""short""","""1-1""","""57""","""right""","""complex""","""gronan"""
"2757",2757,"A1VUWQYVYCEFCA",4,"38","40","""short""","""3-5""","""38""","""left""","""complex""","""bugorn"""
"2758",2758,"A1VUWQYVYCEFCA",5,"58","31","""long""","""4-4""","""31""","""left""","""simple""","""fepolopus"""
"2759",2759,"A1VUWQYVYCEFCA",6,"2","28","""short""","""1-2""","""2""","""right""","""complex""","""ralex"""
"2760",2760,"A1VUWQYVYCEFCA",7,"14","3","""long""","""1-5""","""3""","""left""","""simple""","""pakuwugnum"""
"2761",2761,"A1W0BOO1N1I8OG",0,"14","15","""long""","""1-5""","""14""","""right""","""complex""","""mipatorun"""
"2762",2762,"A1W0BOO1N1I8OG",1,"48","57","""short""","""1-3""","""48""","""right""","""complex""","""ralex"""
"2763",2763,"A1W0BOO1N1I8OG",2,"55","19","""long""","""1-2""","""19""","""right""","""simple""","""tupabugorn"""
"2764",2764,"A1W0BOO1N1I8OG",3,"40","16","""long""","""3-3""","""16""","""left""","""simple""","""gaburatum"""
"2765",2765,"A1W0BOO1N1I8OG",4,"58","9","""short""","""2-4""","""9""","""right""","""simple""","""gronan"""
"2766",2766,"A1W0BOO1N1I8OG",5,"35","18","""long""","""4-5""","""18""","""right""","""simple""","""binivatrus"""
"2767",2767,"A1W0BOO1N1I8OG",6,"26","51","""short""","""4-4""","""26""","""left""","""complex""","""lopus"""
"2768",2768,"A1W0BOO1N1I8OG",7,"1","2","""short""","""2-3""","""2""","""right""","""simple""","""wugnum"""
"2769",2769,"A1W29H0AQ3YRUE",0,"18","51","""long""","""4-4""","""18""","""left""","""complex""","""fepolopus"""
"2770",2770,"A1W29H0AQ3YRUE",1,"50","60","""long""","""3-3""","""60""","""right""","""simple""","""binivatrus"""
"2771",2771,"A1W29H0AQ3YRUE",2,"40","17","""short""","""2-3""","""40""","""left""","""complex""","""wugnum"""
"2772",2772,"A1W29H0AQ3YRUE",3,"20","28","""short""","""1-1""","""20""","""left""","""complex""","""ratum"""
"2773",2773,"A1W29H0AQ3YRUE",4,"49","59","""short""","""1-2""","""59""","""right""","""simple""","""bugorn"""
"2774",2774,"A1W29H0AQ3YRUE",5,"32","7","""short""","""3-5""","""32""","""right""","""complex""","""gronan"""
"2775",2775,"A1W29H0AQ3YRUE",6,"26","57","""long""","""1-4""","""26""","""right""","""complex""","""tiburalex"""
"2776",2776,"A1W29H0AQ3YRUE",7,"4","2","""long""","""2-2""","""2""","""left""","""simple""","""mipatorun"""
"2777",2777,"A1W35JGVIEWDXX",0,"33","29","""short""","""1-5""","""29""","""right""","""simple""","""ralex"""
"2778",2778,"A1W35JGVIEWDXX",1,"45","40","""short""","""3-4""","""40""","""left""","""simple""","""torun"""
"2779",2779,"A1W35JGVIEWDXX",2,"36","22","""short""","""2-5""","""22""","""left""","""simple""","""vatrus"""
"2780",2780,"A1W35JGVIEWDXX",3,"2","4","""long""","""2-2""","""2""","""right""","""complex""","""pakuwugnum"""
"2781",2781,"A1W35JGVIEWDXX",4,"24","3","""long""","""1-3""","""3""","""left""","""simple""","""fepolopus"""
"2782",2782,"A1W35JGVIEWDXX",5,"32","51","""long""","""4-5""","""32""","""right""","""complex""","""kibagronan"""
"2783",2783,"A1W35JGVIEWDXX",6,"21","50","""long""","""3-5""","""21""","""right""","""complex""","""gaburatum"""
"2784",2784,"A1W35JGVIEWDXX",7,"26","15","""short""","""1-4""","""26""","""right""","""complex""","""bugorn"""
"2785",2785,"A1W6BG3RSTNYQ8",0,"26","3","""short""","""1-4""","""26""","""left""","""complex""","""ralex"""
"2786",2786,"A1W6BG3RSTNYQ8",1,"37","2","""short""","""2-2""","""2""","""right""","""simple""","""wugnum"""
"2787",2787,"A1W6BG3RSTNYQ8",2,"36","35","""long""","""5-5""","""35""","""left""","""simple""","""binivatrus"""
"2788",2788,"A1W6BG3RSTNYQ8",3,"51","39","""short""","""3-4""","""51""","""left""","""complex""","""gronan"""
"2789",2789,"A1W6BG3RSTNYQ8",4,"38","56","""long""","""3-5""","""38""","""left""","""complex""","""mipatorun"""
"2790",2790,"A1W6BG3RSTNYQ8",5,"52","23","""long""","""4-5""","""52""","""right""","""complex""","""fepolopus"""
"2791",2791,"A1W6BG3RSTNYQ8",6,"30","4","""short""","""2-4""","""30""","""left""","""complex""","""bugorn"""
"2792",2792,"A1W6BG3RSTNYQ8",7,"11","41","""long""","""4-4""","""41""","""right""","""simple""","""gaburatum"""
"2793",2793,"A1W7NEHKLKU0P",0,"51","6","""long""","""2-4""","""51""","""left""","""complex""","""gaburatum"""
"2794",2794,"A1W7NEHKLKU0P",1,"9","22","""short""","""2-2""","""9""","""right""","""complex""","""gronan"""
"2795",2795,"A1W7NEHKLKU0P",2,"14","57","""long""","""1-5""","""14""","""left""","""complex""","""mipatorun"""
"2796",2796,"A1W7NEHKLKU0P",3,"23","58","""short""","""4-4""","""58""","""right""","""simple""","""bugorn"""
"2797",2797,"A1W7NEHKLKU0P",4,"52","4","""long""","""2-5""","""52""","""right""","""complex""","""binivatrus"""
"2798",2798,"A1W7NEHKLKU0P",5,"43","35","""long""","""5-5""","""35""","""right""","""simple""","""tiburalex"""
"2799",2799,"A1W7NEHKLKU0P",6,"32","24","""short""","""3-5""","""24""","""left""","""simple""","""wugnum"""
"2800",2800,"A1W7NEHKLKU0P",7,"47","46","""short""","""1-4""","""46""","""left""","""simple""","""lopus"""
"2801",2801,"A1W873FCQ778UE",0,"32","50","""short""","""3-5""","""32""","""left""","""complex""","""wugnum"""
"2802",2802,"A1W873FCQ778UE",1,"22","49","""short""","""2-2""","""22""","""right""","""complex""","""vatrus"""
"2803",2803,"A1W873FCQ778UE",2,"43","33","""long""","""5-5""","""43""","""right""","""complex""","""gaburatum"""
"2804",2804,"A1W873FCQ778UE",3,"18","12","""long""","""3-4""","""18""","""left""","""complex""","""mipatorun"""
"2805",2805,"A1W873FCQ778UE",4,"41","10","""short""","""2-4""","""10""","""right""","""simple""","""ralex"""
"2806",2806,"A1W873FCQ778UE",5,"14","46","""long""","""1-5""","""14""","""left""","""complex""","""tupabugorn"""
"2807",2807,"A1W873FCQ778UE",6,"37","57","""short""","""1-2""","""37""","""left""","""complex""","""gronan"""
"2808",2808,"A1W873FCQ778UE",7,"31","58","""long""","""4-4""","""31""","""right""","""complex""","""fepolopus"""
"2809",2809,"A1W9APN5N5K51R",0,"6","28","""long""","""1-2""","""6""","""right""","""complex""","""pakuwugnum"""
"2810",2810,"A1W9APN5N5K51R",1,"33","50","""long""","""3-5""","""33""","""right""","""complex""","""tupabugorn"""
"2811",2811,"A1W9APN5N5K51R",2,"17","55","""long""","""2-2""","""17""","""right""","""complex""","""tiburalex"""
"2812",2812,"A1W9APN5N5K51R",3,"38","46","""short""","""1-5""","""38""","""left""","""complex""","""gronan"""
"2813",2813,"A1W9APN5N5K51R",4,"40","57","""short""","""1-3""","""40""","""left""","""complex""","""vatrus"""
"2814",2814,"A1W9APN5N5K51R",5,"13","19","""short""","""1-1""","""19""","""right""","""simple""","""torun"""
"2815",2815,"A1W9APN5N5K51R",6,"16","10","""short""","""2-3""","""16""","""left""","""complex""","""ratum"""
"2816",2816,"A1W9APN5N5K51R",7,"43","34","""long""","""2-5""","""34""","""left""","""simple""","""fepolopus"""
"2817",2817,"A1WCFPZ8WJJKYE",0,"36","53","""long""","""5-5""","""53""","""left""","""simple""","""kibagronan"""
"2818",2818,"A1WCFPZ8WJJKYE",1,"56","17","""short""","""2-3""","""56""","""left""","""complex""","""torun"""
"2819",2819,"A1WCFPZ8WJJKYE",2,"24","20","""long""","""1-3""","""24""","""right""","""complex""","""gaburatum"""
"2820",2820,"A1WCFPZ8WJJKYE",3,"33","37","""short""","""2-5""","""37""","""left""","""simple""","""lopus"""
"2821",2821,"A1WCFPZ8WJJKYE",4,"45","12","""short""","""3-4""","""45""","""right""","""complex""","""ralex"""
"2822",2822,"A1WCFPZ8WJJKYE",5,"51","57","""long""","""1-4""","""57""","""left""","""simple""","""pakuwugnum"""
"2823",2823,"A1WCFPZ8WJJKYE",6,"14","42","""long""","""4-5""","""14""","""right""","""complex""","""tupabugorn"""
"2824",2824,"A1WCFPZ8WJJKYE",7,"40","48","""short""","""3-3""","""40""","""right""","""complex""","""vatrus"""
"2825",2825,"A1WDKSPAMWQKKX",0,"24","44","""short""","""1-3""","""44""","""left""","""simple""","""torun"""
"2826",2826,"A1WDKSPAMWQKKX",1,"11","2","""long""","""2-4""","""11""","""right""","""complex""","""fepolopus"""
"2827",2827,"A1WDKSPAMWQKKX",2,"49","59","""long""","""1-2""","""49""","""right""","""complex""","""binivatrus"""
"2828",2828,"A1WDKSPAMWQKKX",3,"35","56","""short""","""3-5""","""56""","""right""","""simple""","""bugorn"""
"2829",2829,"A1WDKSPAMWQKKX",4,"21","41","""long""","""4-5""","""41""","""right""","""simple""","""tiburalex"""
"2830",2830,"A1WDKSPAMWQKKX",5,"16","10","""short""","""2-3""","""10""","""left""","""simple""","""wugnum"""
"2831",2831,"A1WDKSPAMWQKKX",6,"58","54","""short""","""1-4""","""54""","""right""","""simple""","""gronan"""
"2832",2832,"A1WDKSPAMWQKKX",7,"47","1","""long""","""3-4""","""47""","""right""","""complex""","""gaburatum"""
"2833",2833,"A1WEJGJZ75GJWF",0,"31","1","""short""","""3-4""","""1""","""right""","""simple""","""wugnum"""
"2834",2834,"A1WEJGJZ75GJWF",1,"53","28","""short""","""1-5""","""53""","""left""","""complex""","""lopus"""
"2835",2835,"A1WEJGJZ75GJWF",2,"35","48","""long""","""3-5""","""48""","""left""","""simple""","""mipatorun"""
"2836",2836,"A1WEJGJZ75GJWF",3,"26","17","""long""","""2-4""","""26""","""right""","""complex""","""gaburatum"""
"2837",2837,"A1WEJGJZ75GJWF",4,"59","57","""long""","""1-1""","""57""","""right""","""simple""","""binivatrus"""
"2838",2838,"A1WEJGJZ75GJWF",5,"49","46","""long""","""1-2""","""49""","""left""","""complex""","""tiburalex"""
"2839",2839,"A1WEJGJZ75GJWF",6,"60","37","""short""","""2-3""","""60""","""left""","""complex""","""gronan"""
"2840",2840,"A1WEJGJZ75GJWF",7,"47","15","""short""","""1-4""","""47""","""left""","""complex""","""bugorn"""
"2841",2841,"A1WIEJXILE6RA8",0,"42","59","""long""","""1-4""","""42""","""right""","""complex""","""pakuwugnum"""
"2842",2842,"A1WIEJXILE6RA8",1,"52","9","""long""","""2-5""","""9""","""right""","""simple""","""mipatorun"""
"2843",2843,"A1WIEJXILE6RA8",2,"26","60","""short""","""3-4""","""60""","""right""","""simple""","""bugorn"""
"2844",2844,"A1WIEJXILE6RA8",3,"50","15","""short""","""1-3""","""50""","""left""","""complex""","""gronan"""
"2845",2845,"A1WIEJXILE6RA8",4,"31","23","""short""","""4-4""","""23""","""right""","""simple""","""lopus"""
