subid ,trialnum,critORfill,word,pic1,pic2,pic1c,pic2c,side,chosenpic,response,trialtype,predicted response,date,time,birthdate,age ,male,exclusion ,trunc_age
8713-1,11,critical,bapi,46,52,S,C,R,52,C,S,I,8/7/13,10:52:00 AM,7/10/10,3.08,0,-,3
8713-1,12,critical,tupabugorn,38,28,C,S,R,28,S,L,I,8/7/13,10:52:00 AM,7/10/10,3.08,0,-,3
8713-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/7/13,10:58:00 AM,11/23/08,4.7,0,-,4
8713-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/7/13,10:58:00 AM,11/23/08,4.7,0,-,4
8713-2,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,8/7/13,10:58:00 AM,11/23/08,4.7,0,-,4
8713-2,4,critical,tupabugorn,59,53,S,C,R,53,C,L,C,8/7/13,10:58:00 AM,11/23/08,4.7,0,-,4
8713-2,5,critical,pakuwugnum,19,38,S,C,R,38,C,L,C,8/7/13,10:59:00 AM,11/23/08,4.7,0,-,4
8713-2,6,critical,tibu,18,20,C,S,L,18,C,S,I,8/7/13,10:59:00 AM,11/23/08,4.7,0,-,4
8713-2,7,critical,fepolopus,54,25,S,C,R,25,C,L,C,8/7/13,10:59:00 AM,11/23/08,4.7,0,-,4
8713-2,8,critical,kibagronan,23,46,C,S,L,23,C,L,C,8/7/13,10:59:00 AM,11/23/08,4.7,0,-,4
8713-2,9,critical,gabu,32,37,C,S,L,32,C,S,I,8/7/13,10:59:00 AM,11/23/08,4.7,0,-,4
8713-2,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,8/7/13,10:59:00 AM,11/23/08,4.7,0,-,4
8713-2,11,critical,bapi,3,43,S,C,R,43,C,S,I,8/7/13,10:59:00 AM,11/23/08,4.7,0,load,4
8713-2,12,critical,mipa,31,28,C,S,L,31,C,S,I,8/7/13,10:59:00 AM,11/23/08,4.7,0,-,4
8713-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,8/7/13,,6/24/09,4.12,0,-,4
8713-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,8/7/13,,6/24/09,4.12,0,-,4
8713-3,3,critical,bapi,29,32,S,C,L,29,S,S,C,8/7/13,,6/24/09,4.12,0,-,4
8713-3,4,critical,mipatorun,6,36,S,C,L,6,S,L,I,8/7/13,,6/24/09,4.12,0,-,4
8713-3,5,critical,kibagronan,46,31,S,C,R,31,C,L,C,8/7/13,,6/24/09,4.12,0,-,4
8713-3,6,critical,tiburalex,37,23,S,C,R,23,C,L,C,8/7/13,,6/24/09,4.12,0,-,4
8713-3,7,critical,paku,15,27,S,C,R,27,C,S,I,8/7/13,,6/24/09,4.12,0,-,4
8713-3,8,critical,fepolopus,13,43,S,C,R,43,C,L,C,8/7/13,,6/24/09,4.12,0,-,4
8713-3,9,filler,bicycle,107,108,NA,NA,R,108,Y,L,NA,8/7/13,,6/24/09,4.12,0,-,4
8713-3,10,critical,gabu,22,38,S,C,R,38,C,S,I,8/7/13,,6/24/09,4.12,0,-,4
101113-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,13:22,1/8/09,4.76,0,-,4
101113-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,13:22,1/8/09,4.76,0,-,4
101113-1,3,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,13:23,1/8/09,4.76,0,-,4
101113-1,4,critical,gaburatum,18,20,C,S,R,20,S,L,I,10/11/13,13:23,1/8/09,4.76,0,load,4
101113-1,5,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,13:23,1/8/09,4.76,0,-,4
101113-1,6,critical,kiba,44,14,S,C,R,14,C,S,I,10/11/13,13:23,1/8/09,4.76,0,-,4
101113-1,7,critical,tupa,15,52,S,C,L,15,S,S,C,10/11/13,13:23,1/8/09,4.76,0,-,4
101113-1,8,critical,bapidokum,13,36,S,C,R,36,C,L,C,10/11/13,13:23,1/8/09,4.76,0,-,4
101113-1,9,critical,paku,43,59,C,S,L,43,C,S,I,10/11/13,13:24,1/8/09,4.76,0,-,4
101113-1,10,critical,tiburalex,27,3,C,S,R,3,S,L,I,10/11/13,13:24,1/8/09,4.76,0,-,4
101113-1,11,critical,mipatorun,46,32,S,C,R,32,C,L,C,10/11/13,13:24,1/8/09,4.76,0,-,4
101113-1,12,critical,fepo,53,22,C,S,L,53,C,S,I,10/11/13,13:24,1/8/09,4.76,0,-,4
101113-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,13:29,6/26/09,4.29,0,-,4
101113-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,13:29,6/26/09,4.29,0,-,4
101113-2,3,critical,kibagronan,44,38,S,C,R,38,C,L,C,10/11/13,13:29,6/26/09,4.29,0,-,4
101113-2,4,critical,fepo,18,57,C,S,R,57,S,S,C,10/11/13,13:29,6/26/09,4.29,0,-,4
101113-2,5,critical,bapi,46,33,S,C,L,46,S,S,C,10/11/13,13:29,6/26/09,4.29,0,-,4
101113-2,6,critical,tupabugorn,37,32,S,C,R,32,C,L,C,10/11/13,13:30,6/26/09,4.29,0,-,4
101113-2,7,critical,mipatorun,15,14,S,C,R,14,C,L,C,10/11/13,13:30,6/26/09,4.29,0,-,4
101113-2,8,critical,gabu,25,20,C,S,R,20,S,S,C,10/11/13,13:30,6/26/09,4.29,0,-,4
101113-2,9,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,13:30,6/26/09,4.29,0,-,4
101113-2,10,critical,pakuwugnum,31,28,C,S,L,31,C,L,C,10/11/13,13:30,6/26/09,4.29,0,-,4
101113-2,11,critical,tibu,3,23,S,C,L,3,S,S,C,10/11/13,13:30,6/26/09,4.29,0,-,4
101113-2,12,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,13:30,6/26/09,4.29,0,-,4
101113-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,13:34,11/6/08,4.93,1,-,4
101113-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,13:34,11/6/08,4.93,1,-,4
101113-3,3,critical,tiburalex,44,38,S,C,L,44,S,L,I,10/11/13,13:35,11/6/08,4.93,1,-,4
101113-3,4,critical,tupa,14,59,C,S,L,14,C,S,I,10/11/13,13:35,11/6/08,4.93,1,-,4
101113-3,5,critical,fepo,13,32,S,C,L,13,S,S,C,10/11/13,13:35,11/6/08,4.93,1,-,4
101113-3,6,critical,gaburatum,46,18,S,C,R,18,C,L,C,10/11/13,13:35,11/6/08,4.93,1,-,4
101113-3,7,critical,bapidokum,3,53,S,C,R,53,C,L,C,10/11/13,13:35,11/6/08,4.93,1,-,4
101113-3,8,critical,mipatorun,23,6,C,S,L,23,C,L,C,10/11/13,13:35,11/6/08,4.93,1,-,4
101113-3,9,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,13:35,11/6/08,4.93,1,-,4
101113-3,10,critical,paku,27,15,C,S,L,27,C,S,I,10/11/13,13:36,11/6/08,4.93,1,-,4
101113-3,11,critical,kiba,51,19,C,S,L,51,C,S,I,10/11/13,13:36,11/6/08,4.93,1,-,4
101113-3,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,13:36,11/6/08,4.93,1,-,4
101113-4,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,13:40,4/24/09,4.47,1,-,4
101113-4,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,13:40,4/24/09,4.47,1,-,4
101113-4,3,critical,tupa,54,32,S,C,L,54,S,S,C,10/11/13,13:40,4/24/09,4.47,1,Click-switch,4
101113-4,4,critical,bapi,59,27,S,C,R,27,C,S,I,10/11/13,13:40,4/24/09,4.47,1,-,4
101113-4,5,critical,tiburalex,19,53,S,C,R,53,C,L,C,10/11/13,13:40,4/24/09,4.47,1,listen,4
101113-4,6,critical,kiba,29,35,S,C,L,29,S,S,C,10/11/13,13:40,4/24/09,4.47,1,Click-switch,4
101113-4,7,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,13:40,4/24/09,4.47,1,-,4
101113-4,8,critical,mipatorun,23,3,C,S,R,3,S,L,I,10/11/13,13:41,4/24/09,4.47,1,-,4
101113-4,9,critical,pakuwugnum,36,28,C,S,L,36,C,L,C,10/11/13,13:41,4/24/09,4.47,1,-,4
101113-4,10,critical,fepolopus,18,44,C,S,R,44,S,L,I,10/11/13,13:41,4/24/09,4.47,1,-,4
101113-4,11,critical,gabu,52,57,C,S,R,57,S,S,C,10/11/13,13:41,4/24/09,4.47,1,-,4
101113-4,12,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,13:41,4/24/09,4.47,1,-,4
101113-5,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,14:06,11/9/09,3.92,0,-,3
101113-5,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,14:06,11/9/09,3.92,0,-,3
101113-5,3,critical,tupa,59,38,S,C,L,59,S,S,C,10/11/13,14:06,11/9/09,3.92,0,-,3
101113-5,4,critical,gabu,35,6,C,S,R,6,S,S,C,10/11/13,14:06,11/9/09,3.92,0,-,3
101113-5,5,critical,fepo,3,51,S,C,R,51,C,S,I,10/11/13,14:06,11/9/09,3.92,0,-,3
101113-5,6,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,14:06,11/9/09,3.92,0,-,3
101113-5,7,critical,mipatorun,37,43,S,C,R,43,C,L,C,10/11/13,14:06,11/9/09,3.92,0,-,3
101113-5,8,critical,bapidokum,20,36,S,C,R,36,C,L,C,10/11/13,14:06,11/9/09,3.92,0,-,3
101113-5,9,critical,tibu,31,15,C,S,L,31,C,S,I,10/11/13,14:07,11/9/09,3.92,0,-,3
101113-5,10,critical,pakuwugnum,27,46,C,S,L,27,C,L,C,10/11/13,14:07,11/9/09,3.92,0,-,3
101113-5,11,critical,kibagronan,22,14,S,C,L,22,S,L,I,10/11/13,14:07,11/9/09,3.92,0,-,3
101113-5,12,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,14:07,11/9/09,3.92,0,-,3
101113-6,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,14:17,3/26/10,3.55,1,-,3
101113-6,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,14:17,3/26/10,3.55,1,-,3
101113-6,3,critical,tupabugorn,19,36,S,C,R,36,C,L,C,10/11/13,14:17,3/26/10,3.55,1,-,3
101113-6,4,critical,bapi,20,14,S,C,L,20,S,S,C,10/11/13,14:18,3/26/10,3.55,1,-,3
101113-6,5,critical,gabu,54,33,S,C,R,33,C,S,I,10/11/13,14:18,3/26/10,3.55,1,-,3
101113-6,6,critical,pakuwugnum,31,6,C,S,L,31,C,L,C,10/11/13,14:18,3/26/10,3.55,1,-,3
101113-6,7,critical,tibu,38,15,C,S,L,38,C,S,I,10/11/13,14:18,3/26/10,3.55,1,-,3
101113-6,8,critical,mipatorun,27,44,C,S,R,44,S,L,I,10/11/13,14:18,3/26/10,3.55,1,-,3
101113-6,9,critical,fepo,13,18,S,C,L,13,S,S,C,10/11/13,14:18,3/26/10,3.55,1,-,3
101113-6,10,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,14:18,3/26/10,3.55,1,-,3
101113-6,11,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,14:18,3/26/10,3.55,1,-,3
101113-6,12,critical,kibagronan,46,51,S,C,R,51,C,L,C,10/11/13,14:18,3/26/10,3.55,1,-,3
101113-7,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,14:24,2/17/09,4.65,0,-,4
101113-7,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,14:25,2/17/09,4.65,0,-,4
101113-7,3,critical,pakuwugnum,32,37,C,S,L,32,C,L,C,10/11/13,14:25,2/17/09,4.65,0,-,4
101113-7,4,critical,bapidokum,31,57,C,S,L,31,C,L,C,10/11/13,14:25,2/17/09,4.65,0,-,4
101113-7,5,critical,tupa,18,15,C,S,L,18,C,S,I,10/11/13,14:25,2/17/09,4.65,0,-,4
101113-7,6,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,14:25,2/17/09,4.65,0,-,4
101113-7,7,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,14:25,2/17/09,4.65,0,-,4
101113-7,8,critical,mipatorun,13,33,S,C,R,33,C,L,C,10/11/13,14:25,2/17/09,4.65,0,-,4
101113-7,9,critical,gabu,53,6,C,S,L,53,C,S,I,10/11/13,14:25,2/17/09,4.65,0,-,4
101113-7,10,critical,kiba,43,59,C,S,L,43,C,S,I,10/11/13,14:26,2/17/09,4.65,0,-,4
101113-7,11,critical,fepolopus,19,35,S,C,L,19,S,L,I,10/11/13,14:26,2/17/09,4.65,0,-,4
101113-7,12,critical,tibu,27,22,C,S,L,27,C,S,I,10/11/13,14:26,2/17/09,4.65,0,-,4
101113-8,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,15:22,8/28/09,4.12,1,-,4
101113-8,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,15:22,8/28/09,4.12,1,-,4
101113-8,3,critical,paku,20,36,S,C,L,20,S,S,C,10/11/13,15:22,8/28/09,4.12,1,-,4
101113-8,4,critical,kiba,32,13,C,S,L,32,C,S,I,10/11/13,15:22,8/28/09,4.12,1,-,4
101113-8,5,critical,mipa,38,19,C,S,L,38,C,S,I,10/11/13,15:23,8/28/09,4.12,1,-,4
101113-8,6,critical,tupa,3,53,S,C,R,53,C,S,I,10/11/13,15:23,8/28/09,4.12,1,-,4
101113-8,7,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,15:23,8/28/09,4.12,1,-,4
101113-8,8,critical,gaburatum,59,14,S,C,L,59,S,L,I,10/11/13,15:23,8/28/09,4.12,1,-,4
101113-8,9,critical,fepolopus,44,25,S,C,L,44,S,L,I,10/11/13,15:24,8/28/09,4.12,1,-,4
101113-8,10,critical,bapidokum,35,37,C,S,L,35,C,L,C,10/11/13,15:24,8/28/09,4.12,1,-,4
101113-8,11,critical,tiburalex,27,6,C,S,R,6,S,L,I,10/11/13,15:24,8/28/09,4.12,1,-,4
101113-8,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,15:24,8/28/09,4.12,1,-,4
101113-9,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,15:29,12/30/08,4.78,0,-,4
101113-9,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,15:29,12/30/08,4.78,0,-,4
101113-9,3,critical,paku,36,28,C,S,R,28,S,S,C,10/11/13,15:29,12/30/08,4.78,0,-,4
101113-9,4,critical,tibu,59,23,S,C,R,23,C,S,I,10/11/13,15:29,12/30/08,4.78,0,-,4
101113-9,5,critical,tupa,29,27,S,C,L,29,S,S,C,10/11/13,15:29,12/30/08,4.78,0,-,4
101113-9,6,critical,kibagronan,53,3,C,S,L,53,C,L,C,10/11/13,15:30,12/30/08,4.78,0,-,4
101113-9,7,critical,fepolopus,35,20,C,S,R,20,S,L,I,10/11/13,15:30,12/30/08,4.78,0,-,4
101113-9,8,critical,gaburatum,57,25,S,C,R,25,C,L,C,10/11/13,15:30,12/30/08,4.78,0,-,4
101113-9,9,critical,bapi,14,13,C,S,L,14,C,S,I,10/11/13,15:30,12/30/08,4.78,0,-,4
101113-9,10,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,15:30,12/30/08,4.78,0,-,4
101113-9,11,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,15:30,12/30/08,4.78,0,-,4
101113-9,12,critical,mipatorun,43,22,C,S,L,43,C,L,C,10/11/13,15:30,12/30/08,4.78,0,-,4
101113-10,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/11/13,15:39,2/17/10,3.65,0,-,3
101113-10,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/11/13,15:39,2/17/10,3.65,0,-,3
101113-10,3,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/11/13,15:39,2/17/10,3.65,0,-,3
101113-10,4,critical,tupabugorn,44,36,S,C,L,44,S,L,I,10/11/13,15:39,2/17/10,3.65,0,-,3
101113-10,5,critical,kiba,52,13,C,S,R,13,S,S,C,10/11/13,15:39,2/17/10,3.65,0,-,3
101113-10,6,critical,gabu,53,20,C,S,R,20,S,S,C,10/11/13,15:39,2/17/10,3.65,0,-,3
101113-10,7,critical,fepo,59,32,S,C,L,59,S,S,C,10/11/13,15:40,2/17/10,3.65,0,hard case,3
101113-10,8,critical,bapidokum,22,27,S,C,R,27,C,L,C,10/11/13,15:40,2/17/10,3.65,0,-,3
101113-10,9,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/11/13,15:40,2/17/10,3.65,0,-,3
101113-10,10,critical,mipatorun,57,33,S,C,R,33,C,L,C,10/11/13,15:40,2/17/10,3.65,0,-,3
101113-10,11,critical,tibu,29,31,S,C,R,31,C,S,I,10/11/13,15:40,2/17/10,3.65,0,-,3
101113-10,12,critical,pakuwugnum,19,23,S,C,R,23,C,L,C,10/11/13,15:40,2/17/10,3.65,0,-,3
101613-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/16/13,13:04,10/17/09,4,1,-,4
101613-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/16/13,13:04,10/17/09,4,1,-,4
101613-1,3,critical,mipa,46,23,S,C,L,46,S,S,C,10/16/13,13:05,10/17/09,4,1,-,4
101613-1,4,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/16/13,13:05,10/17/09,4,1,-,4
101613-1,5,critical,tibu,27,28,C,S,L,27,C,S,I,10/16/13,13:05,10/17/09,4,1,-,4
101613-1,6,critical,paku,25,59,C,S,L,25,C,S,I,10/16/13,13:05,10/17/09,4,1,-,4
101613-1,7,critical,gaburatum,37,18,S,C,R,18,C,L,C,10/16/13,13:05,10/17/09,4,1,-,4
101613-1,8,critical,bapi,32,3,C,S,R,3,S,S,C,10/16/13,13:06,10/17/09,4,1,-,4
101613-1,9,critical,tupabugorn,52,54,C,S,R,54,S,L,I,10/16/13,13:06,10/17/09,4,1,listen,4
101613-1,10,critical,kibagronan,14,44,C,S,R,44,S,L,I,10/16/13,13:06,10/17/09,4,1,-,4
101613-1,11,critical,fepolopus,31,57,C,S,L,31,C,L,C,10/16/13,13:06,10/17/09,4,1,-,4
101613-1,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/16/13,13:06,10/17/09,4,1,-,4
101613-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/16/13,13:38,5/26/09,4.39,0,-,4
101613-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/16/13,13:38,5/26/09,4.39,0,-,4
101613-2,3,critical,tupa,37,36,S,C,R,36,C,S,I,10/16/13,13:39,5/26/09,4.39,0,hard case,4
101613-2,4,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/16/13,13:39,5/26/09,4.39,0,-,4
101613-2,5,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/16/13,13:39,5/26/09,4.39,0,-,4
101613-2,6,critical,kibagronan,51,46,C,S,L,51,C,L,C,10/16/13,13:39,5/26/09,4.39,0,-,4
101613-2,7,critical,bapi,27,59,C,S,L,27,C,S,I,10/16/13,13:39,5/26/09,4.39,0,-,4
101613-2,8,critical,tiburalex,57,43,S,C,R,43,C,L,C,10/16/13,13:40,5/26/09,4.39,0,-,4
101613-2,9,critical,gaburatum,3,31,S,C,R,31,C,L,C,10/16/13,13:40,5/26/09,4.39,0,-,4
101613-2,10,critical,mipatorun,6,32,S,C,R,32,C,L,C,10/16/13,13:40,5/26/09,4.39,0,-,4
101613-2,11,critical,fepo,14,19,C,S,L,14,C,S,I,10/16/13,13:40,5/26/09,4.39,0,-,4
101613-2,12,critical,paku,28,18,S,C,R,18,C,S,I,10/16/13,13:40,5/26/09,4.39,0,Click-switch,4
101613-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/16/13,13:51,9/11/09,4.1,1,-,4
101613-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/16/13,13:51,9/11/09,4.1,1,-,4
101613-3,3,critical,fepo,20,53,S,C,R,53,C,S,I,10/16/13,13:51,9/11/09,4.1,1,-,4
101613-3,4,critical,mipatorun,43,29,C,S,R,29,S,L,I,10/16/13,13:52,9/11/09,4.1,1,-,4
101613-3,5,critical,kibagronan,13,32,S,C,R,32,C,L,C,10/16/13,13:52,9/11/09,4.1,1,-,4
101613-3,6,critical,tibu,14,54,C,S,L,14,C,S,I,10/16/13,13:52,9/11/09,4.1,1,-,4
101613-3,7,critical,tupa,37,23,S,C,R,23,C,S,I,10/16/13,13:52,9/11/09,4.1,1,-,4
101613-3,8,critical,gaburatum,35,22,C,S,R,22,S,L,I,10/16/13,13:52,9/11/09,4.1,1,-,4
101613-3,9,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/16/13,13:52,9/11/09,4.1,1,-,4
101613-3,10,critical,bapi,31,46,C,S,L,31,C,S,I,10/16/13,13:52,9/11/09,4.1,1,-,4
101613-3,11,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/16/13,13:53,9/11/09,4.1,1,-,4
101613-3,12,critical,pakuwugnum,33,28,C,S,L,33,C,L,C,10/16/13,13:53,9/11/09,4.1,1,-,4
102113-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/21/13,12:59,10/29/09,3.98,0,-,3
102113-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/21/13,12:59,10/29/09,3.98,0,-,3
102113-1,3,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/21/13,12:59,10/29/09,3.98,0,-,3
102113-1,4,critical,paku,23,44,C,S,R,44,S,S,C,10/21/13,12:59,10/29/09,3.98,0,-,3
102113-1,5,critical,bapidokum,15,27,S,C,R,27,C,L,C,10/21/13,12:59,10/29/09,3.98,0,-,3
102113-1,6,critical,gaburatum,14,20,C,S,R,20,S,L,I,10/21/13,12:59,10/29/09,3.98,0,-,3
102113-1,7,critical,kibagronan,13,36,S,C,R,36,C,L,C,10/21/13,13:00,10/29/09,3.98,0,-,3
102113-1,8,critical,tibu,57,51,S,C,R,51,C,S,I,10/21/13,13:00,10/29/09,3.98,0,-,3
102113-1,9,critical,mipatorun,52,46,C,S,R,46,S,L,I,10/21/13,13:00,10/29/09,3.98,0,-,3
102113-1,10,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/21/13,13:00,10/29/09,3.98,0,-,3
102113-1,11,critical,fepo,6,25,S,C,R,25,C,S,I,10/21/13,13:00,10/29/09,3.98,0,-,3
102113-1,12,critical,tupa,18,59,C,S,L,18,C,S,I,10/21/13,13:00,10/29/09,3.98,0,-,3
102113-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/21/13,13:07,10/24/09,3.99,1,-,3
102113-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/21/13,13:07,10/24/09,3.99,1,-,3
102113-2,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/21/13,13:07,10/24/09,3.99,1,-,3
102113-2,4,critical,mipa,57,25,S,C,R,25,C,S,I,10/21/13,13:08,10/24/09,3.99,1,-,3
102113-2,5,critical,kibagronan,19,52,S,C,R,52,C,L,C,10/21/13,13:08,10/24/09,3.99,1,-,3
102113-2,6,critical,tupa,18,37,C,S,L,18,C,S,I,10/21/13,13:08,10/24/09,3.99,1,-,3
102113-2,7,critical,fepo,15,27,S,C,R,27,C,S,I,10/21/13,13:08,10/24/09,3.99,1,-,3
102113-2,8,critical,paku,43,54,C,S,L,43,C,S,I,10/21/13,13:08,10/24/09,3.99,1,-,3
102113-2,9,critical,gaburatum,32,46,C,S,R,46,S,L,I,10/21/13,13:08,10/24/09,3.99,1,-,3
102113-2,10,critical,bapidokum,33,59,C,S,R,59,S,L,I,10/21/13,13:09,10/24/09,3.99,1,-,3
102113-2,11,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/21/13,13:09,10/24/09,3.99,1,-,3
102113-2,12,critical,tiburalex,6,38,S,C,R,38,C,L,C,10/21/13,13:09,10/24/09,3.99,1,-,3
102113-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/21/13,13:41,11/17/09,3.93,0,-,3
102113-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/21/13,13:41,11/17/09,3.93,0,-,3
102113-3,3,critical,bapidokum,23,19,C,S,R,19,S,L,I,10/21/13,13:41,11/17/09,3.93,0,-,3
102113-3,4,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/21/13,13:41,11/17/09,3.93,0,-,3
102113-3,5,critical,gabu,18,3,C,S,R,3,S,S,C,10/21/13,13:41,11/17/09,3.93,0,-,3
102113-3,6,critical,fepolopus,59,53,S,C,L,59,S,L,I,10/21/13,13:42,11/17/09,3.93,0,-,3
102113-3,7,critical,tibu,51,6,C,S,L,51,C,S,I,10/21/13,13:42,11/17/09,3.93,0,-,3
102113-3,8,critical,tupabugorn,29,32,S,C,R,32,C,L,C,10/21/13,13:42,11/17/09,3.93,0,-,3
102113-3,9,critical,pakuwugnum,31,57,C,S,R,57,S,L,I,10/21/13,13:42,11/17/09,3.93,0,-,3
102113-3,10,critical,kiba,38,37,C,S,R,37,S,S,C,10/21/13,13:42,11/17/09,3.93,0,-,3
102113-3,11,critical,mipa,22,27,S,C,R,27,C,S,I,10/21/13,13:42,11/17/09,3.93,0,-,3
102113-3,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/21/13,13:42,11/17/09,3.93,0,-,3
102313-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/23/13,13:38,7/23/10,3.25,0,-,3
102313-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/23/13,13:38,7/23/10,3.25,0,-,3
102313-1,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/23/13,13:38,7/23/10,3.25,0,-,3
102313-1,4,critical,bapidokum,18,28,C,S,L,18,C,L,C,10/23/13,13:38,7/23/10,3.25,0,-,3
102313-1,5,critical,paku,15,52,S,C,R,52,C,S,I,10/23/13,13:38,7/23/10,3.25,0,-,3
102313-1,6,critical,mipa,31,59,C,S,R,59,S,S,C,10/23/13,13:39,7/23/10,3.25,0,Click-switch,3
102313-1,7,critical,kibagronan,32,22,C,S,L,32,C,L,C,10/23/13,13:39,7/23/10,3.25,0,-,3
102313-1,8,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/23/13,13:39,7/23/10,3.25,0,-,3
102313-1,9,critical,gaburatum,25,57,C,S,L,25,C,L,C,10/23/13,13:39,7/23/10,3.25,0,-,3
102313-1,10,critical,fepo,44,51,S,C,L,44,S,S,C,10/23/13,13:39,7/23/10,3.25,0,-,3
102313-1,11,critical,tibu,27,54,C,S,R,54,S,S,C,10/23/13,13:39,7/23/10,3.25,0,-,3
102313-1,12,critical,tupabugorn,43,37,C,S,R,37,S,L,I,10/23/13,13:39,7/23/10,3.25,0,listen,3
102513-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/25/13,13:33,9/21/09,4.09,0,-,4
102513-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/25/13,13:33,9/21/09,4.09,0,-,4
